fairness code,emotion code,trust code,20 types,fairness,trust,emotion,ID,fairness OR,trust OR,emotion OR
"1, 13",16,"7, 9","3,4",7,5,3.166666667,R_3HqnUrZApEZW4pr,"The algorithm is for the most part unbiased, though it's not foolproof. Also Chris agrees to this by choosing to work for this company.",Machine learning is getting pretty good these days. It is quite capable of finding things that humans wouldn't likely pick up on. But they are still not perfect.,Being evaluated is not a pleasant experience. Beyond that any further emotions and reactions would depend on the results.
"1, 13",8,"6, 7","4,1",6,6,2.666666667,R_1pLNBEjfxiKCT4h,"The algorithm impartially decides making it more likely to be right, therefore it is Chris's job to check the part to be sure it is in working order.",A manager oversees the algorithm and I am sure the algorithm is accurate or they wouldn't use it.,I feel like Chris would have a hard time being told what to do by an algorithm and not a person.
"1, 14a",needs more info,7,"2,2",4,4,4,R_RRKJaArzEC4Qe77,"It's neither fair or unfair, since it is not being done with human bias.",I would assume the algorithm will take a lot of the potential for human error out of the equation.,I don't know enough about Chris to decide how he feels about the schedule.
"1, 3, 6",13,7,"3,1",6,6,3.666666667,R_3G3c0yOo77MtWIX,"It seems to be a very fair process since it is automated and the algorithm picks the most approppiate area which needs maintenance.  The manager may monitor it but the bulk of the decision rest with the computer, and is impartial.",Computer algorithm are pretty accurate depending on the coding involved. Algorithms are behind all of our programming languages and I trust them almost 100 percent.,I do not think Chris would strong feeling wither way for the most part.  It is his job to perform these duties that are assigned to him.
"1, 5",1,"1, 5","1,1",6,6,4.666666667,R_bJj5WCV6WUgY2I1,It is fair since the algorithm is based on the component history and is objective.,The algorithm is based on data and is very objective in its selection.,Chris should be happy that the maintenance selection is done objectively by a computer and not someone else.
"1, 5",13,"4, 5","1,1",7,6,4,R_3j3erk8wiPOJPEk,The algorithm is assigning the task based on past data. It has no personal input to the matter.,It is a program designed by humans with data from the past. It is likely fairly accurate and should be checked in the event of consistent accuracy.,I don't think Chris would have any strong feelings about this. Getting the assignment is part of his job.
"1, 5",5,6,"2,2",6,6,4.833333333,R_2s5Q77Zth28jCqZ,"I think the computer would be more objective, and more accurate than a human being. It should be able to accurately make predictions of customer traffic based on historical data. Also, the computer should be more accurate in measuring employees' avaliabilites. I just think the computer would be more accurate and objective, than a human being. Just my 2 cents.","The computer is probably more accurate, so I think the manager would be able to make good quality decisions regarding employee schedules.","I think Chris might be somewhat happy about his schedule, because the computer was able to create a schedule based on his avaliability."
"1, 5",5,7,"1,2",7,6,6.166666667,R_23VpXJSUECrF7kL,an algorithm is completely unbiased and therefore has to be fair. It uses whatever data Chris gave it so if it's not a good time for Chris to work it's his fault for providing bad information,I've made work schedules before and I had algorithms that I used as well. They did a better job of keeping people happy than I ever could,He should be working exactly when he wants to
"1, 5",7,7,"1,1",7,6,5.5,R_1Ehfkxg7mst2ZRk,I think the algorithm can best predict things to work on based on past history. The algorithm does not play favorites.,I think the algorithm would do a decent job of predicting issues.,"I think Chris should just understand that it's just predicting areas that could fail, no preference, all math based."
"1, 6",100a,5,"3,1",6,5,4.5,R_3dSsz3huXQoaxA6,the manager and algorithm are using impartial data to make decizions,"the algorirjm is as good as the data entered, and as such is subject to human error",i think chris will feel fairly impartial about the decisions
"1, 6","100a, 52","5, 7","4,1",6,5,3.833333333,R_2YLh4AJFlJidx8k,"The decision is made by the computer, a neutral entity and the manager who operates in the best interest of the business.","Algorithms make good choices, depending on the data.","Since a computer is generating part of the answer, I feel Chris would largely feel neutral with some frustration."
"1, 6",13,"1, 6","3,2",5,5,4.166666667,R_D30wL8jrl8i7Ctb,"The algorithm is by definition impartial and objective, but it might not understand the nuance of schedule setting, which is why the human oversight is important.","Again, its an objective/impartial system with human oversight. It can make mistakes, but at least they won't be from subjective bias.",It's just a schedule-setting system -- I imagine he'd be happy to get hours at all.
"1, 6",13,100c,"4,1",5,5,4.5,R_cO06wtWD6XbcfSh,"The machine is very objective, the manager on the other hand can see or tell something abt the employee himself.",The algorithm decision will be nased on whatever input put on it.,He is not otally agreeing nor disagreeing but just doing his job.
"1, 6",51,3,"1,3",5,5,5.833333333,R_3PSn5KSv8asjImB,Algorithms are objective and the standard criteria they use is fair for this stage in the hiring process to select the best candidates. Interviews by humans thereafter would be used for judging other attributes.,"They are using a set of objective criteria, and will most like perform their task efficiently and effectively.",Chris understands that his achievements have value and this is being recognized.
"1, 6",51,6,"4,4",6,6,5,R_6PZ4i5fi0Pf2BC9,It's fair because an algorithm is likely to be more objective than a person and hopefully the manager will be as objective as possible.,I think it's a good dual system for ensuring a fair and orderly review.,I think if he is a good worker he will have confidence in the system to reveal his hard work.
"1, 6",51,"1, 4","3,3",7,7,5.333333333,R_10oW2pteW9ecJRv,"The algorithm is completely unbaised, and just looks for what the company wants. The manager adjusts values but doesnt go through every applicant, meaning the algorithm still selects the top workers without any bias, making it completely fair.","The computer just follows the rules for what the company wants, no bias involved.","Chris is a good worker, and is confident in his abilities, so he will probably feel the algorithm will select him."
"1, 6",7,7,"4,2",5,7,5.333333333,R_3G0PD5W3kPkzp46,I think its fair because the algorithm is logical and I am trusting the manager to be fair and logical in their analysis,I think the algorithm is trustful as its based on pretty precise calculations,"I dont see why he would be upset, as its all based on logical configurations"
"1, 8",1,"4, 6","2,4",5,5,5,R_1GZf9WuOgN0sHsS,"The algorithm is designed to be blind, so to speak, so using that information prevents the manager from using emotional judgements. However, he may miss some of the nuance of the recordings by only using the algorithm with no comparison.","It depends on the manager, I suppose. If he takes the information only at face value and makes no other judgements, it could be hard to trust him overall. However, a manager should use that information in a way that allows it to help him make a more informed opinion.","He may not be thrilled with the usage of the algorithm, as it does miss nuance, but he can be assured that the judgement of the algorithm is impartial, which should give him some measure of peace."
"1, 9",8,9,"2,4",4,3,2.833333333,R_1JRCZmECoJ0kg3G,"It is somewhat fair, as it is not based on anything personal about Chris. However, the algorithm might not be 100% accurate.",I do not trust an algorithm to judge human tone.,This treats Chris like a number rather than as a person.
