fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_3gYoQDemWx9I63v,"3,3",6,1,"there is no favoritism, the machine just picks the best candidate based on the algorithm",R_3fjUHlOpoggYFgz,"2,4",6,8,"Although it lacks a human element, and is prone to certain errors, algorithms are generally trustworthy",R_PtegQYUtltuYEDv,"1,1",5,13,"it's just a job, Chris just wants to do it, fix the parts and clock out"
R_2eUvAoXmubAKMtC,"1,1",6,1,"It seems like a fair process, unbiased",R_3fjUHlOpoggYFgz,"2,4",6,9,"Although it lacks a human element, and is prone to certain errors, algorithms are generally trustworthy",R_sSAiDS5vtvnHosN,"3,1",5,14,Chris should not have any personal feelings about the algorithm.
R_2AHl1cbYaXmI59v,"2,1",6,1,The algorithm has no invested interest or personal bias and it doesn't seem like the manager has any other motivation to assign the task to Chris.,R_10CpVihORH7nzdT,"1,3",6,1,its  a computer equation and isnt easily influenced.,R_1rjZbGHblyKWz56,"1,3",5,16,He would feel proud if selected as he would be the most qualified.
R_2aetNQZvx7kv7Qo,"4,1",6,1,It seems fair based on best practices for the factory to use the algorithm to assign the task. The algorithm may be less prone to human error or bias.,R_10CpVihORH7nzdT,"1,3",6,7,its  a computer equation and isnt easily influenced.,R_3JfkX6FFQZBZune,"2,2",5.833333333,2,The same  method applies to everyone so he'll just accepts the outcome. Most people like day shifts so Chris will be more likely to be happy.
R_27myrLXnMNJIeBU,"2,2",7,1,An algorithm does not have personal bias. It takes objective facts and outputs the best possible result. It is the most fair way possible.,R_QamTgELpOvN2vMl,"4,2",6,100a,it works well,R_DC5fTu42hiu4OMF,"3,2",4.5,5,"Chris wouldn't feel upset at the algorithm's schedule as it could argued that he is being scheduled according to his availability, and his schedule stays constant and stable."
R_1OML6kSQ06thIkL,"1,3",6,1,I'm a firm believer in companies should be able to pick the top talent...regardless of race or gender...those 2 shouldn't even be in the algorithm.,R_SV8an8rmKin6FSp,"1,2",6,7,"It likely does a better job than a person could, people usually forget when you are available and schedule you at times you aren't able to work.",R_2s0UDaDT3orjmXr,"1,2",4.5,51,I do not see why he would be angry with something that is objective.
R_2VCNxiNbFhUKN2B,"3,1",6,1,"The algorithm is monitored and adjusted by the manager. Therefore, in terms of jub responsibilities, the algorithm assigning is the same as the manager assigning. As the manager is above Chris, and the one who would give him his duties, so is the algorithm above Chris, as the tool is under the oversight of the manager. It should be considered no different than the manager handing out the duties himself. Further, the algorithm removes most human componentry and bias (except for the managerial adjustmensts) and has claculating abilities far beyond that of humans, and therefore can have a much higher accuracy and assessment of the parts that need servicing. So, it can only be concluded that this arrangement is fair.",R_SV8an8rmKin6FSp,"1,2",6,10,"It likely does a better job than a person could, people usually forget when you are available and schedule you at times you aren't able to work.",R_3gYoQDemWx9I63v,"3,3",4.5,51,chris knows if his resume is strong the machine will pick him
R_2uxmxW7npDNwYFT,"1,1",7,1,It is impartial and more accurate and not prone to human error.,R_1KloAJVCuxApwBP,"1,4",6,7,I think that the algorithm is fully capable of analyzing the data needed.,R_2eUvAoXmubAKMtC,"1,1",4.666666667,51,"I do not see why he would have an issue with this, he was randomly picked based on what was needed from what it sounds like."
R_D6kPSlzgU5N0vXr,"2,2",6,1,"If the algorithm is created fairly, it should be a fair process. Nobody would get preferential treatment.",R_1hLIYHd2pw3CJqf,"2,2",6,1,"The algorithm doesn't play favorites, merely operates on efficientcy so it is wise to follow the advice",R_2AHl1cbYaXmI59v,"2,1",5,51,"I think that Chris would be okay with the assignment, as it doesn't seem particularly out of the ordinary or terrible."
R_2Pi2M0kEpZ3x1FG,"2,3",7,1,It was based on an algorithm so there's no human error or bias,R_3Do4GMuQQZDPNbt,"4,2",6,1,It has no biases and treats all employees as equals.,R_2aetNQZvx7kv7Qo,"4,1",5,51,"His feelings would be positive, having a job to do and believing the assignment of the task was well made."
R_1hzEQTrvm9zWshe,"3,4",6,1,It seems that the decision then is not biased.,R_3Do4GMuQQZDPNbt,"4,2",6,2,It has no biases and treats all employees as equals.,R_27myrLXnMNJIeBU,"2,2",5.333333333,51,"I think Chris would know that the algorithm is fair, using common sense, and would have to be relatively happy about his schedule."
R_1GQtRvqhb6UOEl8,"4,1",7,1,The algorithm is unbiased,R_1pAUZP8mgjs4r4U,"1,1",6,4,"I mean, it depends on who developed the algorithm and whether they did a good/impartial job, but in general, it's at least as trustworthy as a human making the decision unless the human has information the algorithm doesn't.",R_1OML6kSQ06thIkL,"1,3",5.5,51,I'm sure Chris is a believer in the algorithm scoping out top talent as well.
R_1pYUpK6CWfiaf0D,"2,4",6,1,because it is not biased.,R_1pAUZP8mgjs4r4U,"1,1",6,7,"I mean, it depends on who developed the algorithm and whether they did a good/impartial job, but in general, it's at least as trustworthy as a human making the decision unless the human has information the algorithm doesn't.",R_2VCNxiNbFhUKN2B,"3,1",5.5,51,"I believe Chirs would be happy about his work, that he was being directed towards a place that made a difference, instead of just ""spinning his wheels"". Also, he would be proud of his work, knowing that his work was in important places, and kept everything going. I do not think he would be frustrated or angry at all, knowing he was efficiently providing work. Likewise, there would be no disappointment, knowing his work was directed at integral locations."
R_3JCp1hrca5iIG1I,"1,3",6,1,I think it is fair since using an algorithm may eliminate or reduce personal biases from having human beings to review the applications.,R_RqKHf9xhCEXOcFj,"1,1",6,7,The algorithm is designed to find problems. I find that algorithm can do work reliably by itself because its just conditionals made by humans that are acting when they need to.,R_2uxmxW7npDNwYFT,"1,1",5.666666667,51,He probably is happy he does not have to worry about making mistakes.
R_1f7yeazVXcjgMGR,"1,2",6,1,"Since the decision will be made by the algorithm and an element of human bias is removed, I think it would be fair to use it since it would be free of human bias and motivations which might prejudice what would happen.",R_PtegQYUtltuYEDv,"1,1",6,7,without more information i'm assuming the algorithm has been working fine so far,R_D6kPSlzgU5N0vXr,"2,2",5.666666667,51,"I think it should perform nicely, which means Chris would be happy with the schedule he recieves."
R_2PCozBBP2LUn7a0,"3,4",7,1,it is very methodical and objective,R_sSAiDS5vtvnHosN,"3,1",6,1,"As I said before, that the algorithm is unbiased and is trustworthy.",R_2Pi2M0kEpZ3x1FG,"2,3",5.833333333,51,He should feel good know he is one of the top
R_1K24N4O0E5lUurz,"3,3",6,1,"The algorithm has no bias; it is fair to all applicants, simply applying the rules its given to work with.",R_sSAiDS5vtvnHosN,"3,1",6,7,"As I said before, that the algorithm is unbiased and is trustworthy.",R_1hzEQTrvm9zWshe,"3,4",5.833333333,51,"If he is doing good work, then he'll be pleased."
R_8IdDUeVrYkHbKKt,"2,3",7,1,The computer algorithm removes bias from the decisionmaking process.,R_1rjZbGHblyKWz56,"1,3",6,7,I think it will know what to look for for qualified individuals.,R_1GQtRvqhb6UOEl8,"4,1",6.166666667,51,He should feel proud and not upset that he got chosen based on nothing but his qualifications.
R_vNzvaigC3ad9acV,"2,2",7,1,"It takes the human emotion out of it, and leaves it purely to the analysis of the results.",R_3JfkX6FFQZBZune,"2,2",6,6,Algorithm give the manager some idea on scheduling but he still has the final say based on his past experiences.,R_1pYUpK6CWfiaf0D,"2,4",7,51,he should be proud if he is performing well.
R_2sQMctRVnJkQLGv,"1,2",6,1,I think it's pretty fair as a computer would eliminate any bias or negative personal feelings a manager may have. It allows the best balance and opportunity for each individual employee and even considers what works best for them.,R_DC5fTu42hiu4OMF,"3,2",6,1,"The algorithm is unbiased, and if there's ever any issues the manager can adjust it.",R_3JCp1hrca5iIG1I,"1,3",6.333333333,7,"I think he would feel great to be on the top applicants. Since this decision is by an algorithm, it must be very accurate and non-biased."
R_SH8ixs5TW8me5hL,"1,2",6,1,I think an algorithm is better because it can remove all personal favoritism by the scheduler.,R_DC5fTu42hiu4OMF,"3,2",6,6,"The algorithm is unbiased, and if there's ever any issues the manager can adjust it.",R_1f7yeazVXcjgMGR,"1,2",2.666666667,9,I think the person would want to pick the hours they want to work and feel that it is out of their control if they let the algorithm made the decisions for them.
R_T5xMfrryz7ircgp,"1,1",7,1,An algorithm is an automated system so it doesn't show any unfairness or bias,R_2s0UDaDT3orjmXr,"1,2",6,7,I would trust an algorithm more than a person to decide my schedule.,R_2PCozBBP2LUn7a0,"3,4",3.166666667,9,he might not feel that the computer can fairly assess his quality
R_2SkoCumjeAgp4qa,"1,3",7,1,IT is based on peramiters that will help the company unlike things like race based hiring.,R_2s0UDaDT3orjmXr,"1,2",6,10,I would trust an algorithm more than a person to decide my schedule.,R_1K24N4O0E5lUurz,"3,3",3.833333333,needs more info,It's hard to say without knowing the outcome of the search and analysis.
R_2U0eiGaNSbTEBgI,"3,3",6,1,I would say it's fair because a computer doesn't rely on emotions at all.,R_3gYoQDemWx9I63v,"3,3",6,7,I think the algorithm is very accurate at picking the best candidate,R_8IdDUeVrYkHbKKt,"2,3",4,needs more info,I can't say how he would feel because I don't know if he was granted an interview.
R_2WPt35umR6yJDdI,"3,3",6,1,"I think that this selection process is pretty fair since the algorithm itself would be able to select applicants based on their objective quality, but I think that there'd still be some room for bias since it's overseen and adjusted by a person.",R_2eUvAoXmubAKMtC,"1,1",6,7,the algorithm is most likely accurate because it has repetitios things to check therefore making it more accurate,R_vNzvaigC3ad9acV,"2,2",4.5,13,"I don't think he would be happy or proud to be working a chosen time, but I don't think he would be upset either.  It would just be a fact of life."
R_2WPt35umR6yJDdI,"3,3",6,10,"I think that this selection process is pretty fair since the algorithm itself would be able to select applicants based on their objective quality, but I think that there'd still be some room for bias since it's overseen and adjusted by a person.",R_2AHl1cbYaXmI59v,"2,1",6,4,"I think the manager, without knowing too much about him, would have the best interest of his employees and the business at heart.",R_2sQMctRVnJkQLGv,"1,2",6.166666667,5,The algorithm considers Chris's preference so if it's within his availability then he should be quite pleased. I always hated it when I was forced to work a shift I didn't sign up for.
R_2WPt35umR6yJDdI,"3,3",6,11,"I think that this selection process is pretty fair since the algorithm itself would be able to select applicants based on their objective quality, but I think that there'd still be some room for bias since it's overseen and adjusted by a person.",R_2aetNQZvx7kv7Qo,"4,1",6,4,"I trust that the many decisions made by humans programming the algorithm resulted in a product that has the expertise and understanding, combined with the manager's input, to make the best decision on task assignments.",R_SH8ixs5TW8me5hL,"1,2",4.166666667,51,I think Chris would feel like it is fair but may be disappointed.
R_2xQPhIXU1Qlja7m,"4,1",6,1,The algorithm remains unbiased without human input so I agree it is fair.,R_27myrLXnMNJIeBU,"2,2",6,4,I think the manager wants to make the best possible decision for the business and so I trust their judgment.,R_T5xMfrryz7ircgp,"1,1",6.5,51,I think Chris would be proud and happy that he was chosen.
R_2xQPhIXU1Qlja7m,"4,1",6,11,The algorithm remains unbiased without human input so I agree it is fair.,R_1OML6kSQ06thIkL,"1,3",6,7,"I'm sure it takes all of the variables into the equation,  and 9 times out of 10 will choose the right candidates.",R_2SkoCumjeAgp4qa,"1,3",2.333333333,52,"He was probably not the most qualified out of thousands, and he would feel it."
R_3HqnUrZApEZW4pr,"3,4",7,1,"The algorithm is for the most part unbiased, though it's not foolproof. Also Chris agrees to this by choosing to work for this company.",R_2VCNxiNbFhUKN2B,"3,1",6,7,"I would trust the algorithm, as it would have higher accuracy, and better abilities to assess the situations than a humna. As it can more accurately determine which areas may need servicing, it should be trusted more.",R_2U0eiGaNSbTEBgI,"3,3",1.5,9,He would be upset because he would think the computer is biased
R_3HqnUrZApEZW4pr,"3,4",7,13,"The algorithm is for the most part unbiased, though it's not foolproof. Also Chris agrees to this by choosing to work for this company.",R_2uxmxW7npDNwYFT,"1,1",6,5,An algorithm relies on facts to make a judgment.,R_2WPt35umR6yJDdI,"3,3",5.666666667,1,"I think that Chris would be fairly indifferent overall, but he might also think that this selection process could select him based on his merits rather than any personal bias."
R_1pLNBEjfxiKCT4h,"4,1",6,1,"The algorithm impartially decides making it more likely to be right, therefore it is Chris's job to check the part to be sure it is in working order.",R_D6kPSlzgU5N0vXr,"2,2",6,6,"Again, if the algorith is created well, it will give good results, and this will let the manager make good decisions. Simple.",R_2xQPhIXU1Qlja7m,"4,1",5,100a,I believe Chris should remain neutral and not bring emotion into play when at work.
